id,name,vernacular_name,category,type,state_ut,district_city,latitude,longitude,asi_id,unesco_ref,dynasty_ruler,period_century,architectural_style,materials_construction,dimensions_area,sub_features_scannable,combat_historical_narrative,tactical_visiting_info,nearby_cluster,government_source,kaggle_sources,vision_class_label,photo_url
IND-GJ-07,Lothal: Ancient Harappan Port & Tidal Dockyard,લોથલ ગોદીવાડો (Lothal Harappan Port),Centrally Protected Monument (ASI),Bronze Age Maritime Port & Tidal Basin,Gujarat,"Ahmedabad District, Saragwala village, Dholka",22.5228,72.2497,W-GJ-7,Tentative List (Archaeological Remains of Lothal),Indus Valley Civilization (Mature Harappan Maritime Merchants),"2400 BCE – 1900 BCE (Bronze Age, 4,400 years old)",Harappan Hydraulic Maritime Civil Engineering & Kiln-Burnt Brick Dock,"Kiln-fired Water-resistant Red Clay Bricks (Standardized 1:2:4 ratio), Gypsum-lime waterproof plaster",Dockyard Basin: 214 m long x 36 m wide x 4.2 m deep; Acropolis and Lower Town,"Trapezoidal Tidal Dock Basin with Sluice Gate and Spillway, Warehouse Acropolis on 3.5m elevated mud-brick platform, Micro-Bead Micro-Drill Factory (Carnelian & Agate gemstones), Underground Street Drainage with Inspection Soakage Jars, Circular Persian Gulf Steatite Button Seal","The world's earliest known engineered tidal dockyard, connecting ancient India to Mesopotamia (Sumer), Bahrain (Dilmun), and Oman (Magan) via the Gulf of Khambhat and Sabarmati River basin. Harappan engineers understood tidal dynamics, designing a masonry lock-gate system: high tide opened the inlet channel to let cargo boats float into the basin, while the sluice gate trapped water at low tide so ships remained buoyant for unloading.","Open 10:00 AM to 05:00 PM (Closed Fridays). On-site ASI Museum displays genuine Harappan carnelian beads, copper fishhooks, weights, and Indus seals. Located 85 km southwest of Ahmedabad.","Nalsarovar Bird Sanctuary (55 km), Dholka Historic Mosques (30 km), Ahmedabad (85 km)",Archaeological Survey of India (Vadodara Circle),pranavgautam29/indian-historical-monuments,,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f5/Dhar_%26_Mandu_-_a_sketch_for_the_sight-seer_%28IA_dharmandusketchf00luarrich%29.pdf/page1-500px-Dhar_%26_Mandu_-_a_sketch_for_the_sight-seer_%28IA_dharmandusketchf00luarrich%29.pdf.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
IND-GJ-08,Somnath Temple (Prabhas Patan),સોમનાથ મહાદેવ મંદિર (Somnath Temple),Ancient Living Jyotirlinga Sanctuary,First Among Twelve Holy Jyotirlingas,Gujarat,"Gir Somnath District, Veraval",20.888,70.4012,Shree Somnath Trust / State Heritage,Adyaprathama Jyotirlinga of India,"Yadavas, Solankis (Kumarapala), Ahilyabai Holkar & Sardar Vallabhbhai Patel",Ancient Origin; Reconstructed 1951 CE,Kailash Mahameru Prasad (Classical Māru-Gurjara Temple Architecture),"Dhrangadhra Yellow Sandstone blocks, Red lead copper dowels, Gold-plated Kalasha flagstaff",Shikhara Height: 47 m (155 ft); 10-tonne Kalash finial; Overlooks Triveni Sangam and Arabian Sea,"Towering Kailash Mahameru Shikhara, Baan Stambh (Arrow Pillar pointing southward across uninterrupted ocean to Antarctica), Triveni Sangam (Confluence of Hiran, Kapila, and Saraswati rivers), Sabha Mandapa with carved pillar brackets, Sardar Patel Bronze Memorial Statue","Revered as the eternal shrine of Lord Shiva. Destroyed and rebuilt repeatedly across historical centuries—sacked by Mahmud of Ghazni (1026 CE), Alauddin Khilji's generals (1299 CE), and Aurangzeb (1706 CE). Rebuilt with great reverence by Queen Ahilyabai Holkar of Indore in 1783. Following India's independence, iron-man Deputy Prime Minister Sardar Vallabhbhai Patel resolved in November 1947 to resurrect Somnath to its original ancient glory, inaugurated in 1951 by President Dr. Rajendra Prasad.","Open 06:00 AM to 10:00 PM daily. Aarti at 07:00 AM, 12:00 PM, and 07:00 PM. Evening Sound & Light show (Jay Somnath) with ocean backdrop. Strict security: mobile phones, bags, and electronic items deposited in free cloakrooms.","Bhalka Tirtha (Where Lord Krishna departed for heavenly abode, 5 km), Gir National Park & Lion Sanctuary (45 km), Diu Fort (85 km)",Shree Somnath Trust (Government of Gujarat & Ministry of Culture),pranavgautam29/indian-historical-monuments,,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/16/1869_archive_photo_of_the_Somanatha_temple%2C_Veraval_Gujarat%2C_Exterior_03.jpg/960px-1869_archive_photo_of_the_Somanatha_temple%2C_Veraval_Gujarat%2C_Exterior_03.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
IND-GJ-09,"Dwarkadhish Temple (Jagat Mandir, Dwarka)",દ્વારકાધીશ જગત મંદિર (Dwarkadhish),Char Dham Sacred Pilgrimage Shrine,Chalukya Holy Citadel Temple,Gujarat,"Devbhumi Dwarka District, Dwarka",22.2378,68.9678,W-GJ-8,Char Dham of India & National Sacred Treasure,"Vajranabha (Grandson of Krishna, Traditional) & Chaulukya / Solanki Dynasty","Origin: 2,200 years ago; Present structural temple: 15th – 16th Century CE",Māru-Gurjara Chalukya Temple Architecture,"Dressed Limestone and Soft Sandstone, Teak timbering, 52-yard silk flagstaff",Height: 78 m (256 ft); 5 Storeys supported by 72 monolithic carved stone pillars,"72-Pillared Nijamandir Sanctum, 52-Yard Sacred Triangular Flag (Dhwaja) fluttering atop the 78m spire (Changed 5 times daily), Swarga Dwar (Heaven Gate) facing Gomti River, Moksha Dwar (Liberation Gate), Gomti Ghat stepped riverbank","One of the four sacred Char Dham pilgrimage sites of Hinduism, situated on the western tip of the Saurashtra peninsula where the Gomti River meets the Arabian Sea. Archaeological marine excavations conducted by Dr. S.R. Rao of the National Institute of Oceanography (NIO) discovered submerged stone anchors, defensive bastions, and jetty pillars underwater, verifying the epic underwater city of Dwarka described in the Mahabharata.",Open 06:30 AM to 01:00 PM & 05:00 PM to 09:30 PM. Dhwajarohan (ceremonial flag-changing ceremony) is a major ritual. Marine underwater scuba heritage tours operate nearby at Bet Dwarka.,"Nageshwar Jyotirlinga (17 km), Bet Dwarka Island (30 km via new Sudarshan Setu cable bridge), Rukmini Devi Temple (2.5 km)",Archaeological Survey of India (Vadodara Circle) & Dwarka Devasthan Samiti,pranavgautam29/indian-historical-monuments,,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4c/Dwarakadhish_Temple_Of_Lord_Krishna%2C_At_Dwarka%2C_Gujarat..JPG/960px-Dwarakadhish_Temple_Of_Lord_Krishna%2C_At_Dwarka%2C_Gujarat..JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
IND-GJ-10,"Junagadh Rock Inscriptions of Ashoka, Rudradaman & Skandagupta",જૂનાગઢ અશોક શિલાલેખ (Junagadh Rock Inscriptions),Centrally Protected Monument (ASI),Trilingual Epigraphic Boulder of Imperial Dynasties,Gujarat,"Junagadh District, Girnar foothills",21.5178,70.4789,W-GJ-9,National Epigraphical Monument of India,"Maurya Empire (Ashoka), Western Kshatrapas (Rudradaman I), and Gupta Empire (Skandagupta)",250 BCE – 455 CE (spanning 700 years on a single boulder),Imperial Rock Edicts & Early Sanskrit Epigraphy,Monolithic Basaltic Granite Boulder enclosed inside an ASI protective heritage pavilion,"Granite Boulder Circumference: 23 meters; 14 Edicts of Ashoka, Rudradaman inscription, Skandagupta inscription","14 Major Rock Edicts of Emperor Ashoka inscribed in Brahmi script, Junagadh Rock Inscription of Rudradaman I (First major long Sanskrit inscription in classical chaste kavya style, 150 CE), Skandagupta Edict (455 CE recording the bursting and repair of Sudarshana Lake dam), Protective colonial building enclosure",A miracle of Indian epigraphy: three of the greatest imperial rulers across 700 years recorded their history on the very same granite rock. Ashoka (250 BCE) inscribed his moral edicts advocating non-violence (Ahimsa) and medical treatment for animals. Rudradaman I (150 CE) recorded his rebuilding of the Sudarshana Lake dam without levying any tax on citizens. Skandagupta (455 CE) documented repelling the brutal Huna barbarian invasion.,Open 08:00 AM to 06:00 PM daily. Located 2 km east of Junagadh on the road to Mount Girnar. Entrance ticket includes detailed informational interpretive boards.,"Uparkot Fort (2 km), Mahabat Maqbara (3 km), Girnar Ropeway (Asia's longest temple ropeway, 3 km), Sakkarbaug Zoological Garden (4 km)",Archaeological Survey of India (Vadodara Circle),pranavgautam29/indian-historical-monuments,,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/85/AshokanRockEdict.jpg/960px-AshokanRockEdict.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
IND-GJ-11,Uparkot Fort & Buddhist Rock-Cut Caves,ઉપરકોટ કિલ્લો અને બૌદ્ધ ગુફાઓ (Uparkot Fort),State & Centrally Protected Monument (ASI),"2,300-Year-Old Ancient Citadel & Stepwells",Gujarat,"Junagadh District, Junagadh",21.52,70.468,W-GJ-10,Ancient Citadel of Saurashtra,Maurya Empire (Chandragupta Maurya) & Chudasama Rajputs (Ra Navghan),319 BCE (Origin); 2nd – 15th Century CE,Ancient Rock-Cut Fortress & Subterranean Stepwells,"Monolithic Bedrock Basalt, Chiseled rock-cut stairwells, Bronze artillery cannons",Moat Depth: 20m cut into solid rock; Uparkot Caves: 3-tiered rock-cut monastery with bathing cisterns,"Adi Kadi Vav (Deep stepwell carved 81m entirely out of a single rock vein without structural masonry), Navghan Kuvo (Circular stepwell spiral staircase reaching 52m deep), Buddhist Rock-Cut Caves with floral Corinthian-like fluted pillars, Cannon Neelam and Manek (Forged in Egypt and brought by Ottoman Admiral Sulaiman Pasha), Jami Masjid","Founded around 319 BCE by Chandragupta Maurya and inhabited continuously for over 2,300 years. Resisted a legendary 12-year siege by Siddharaj Jaisinh of Patan against Chudasama ruler Ra Khengar. The Adi Kadi Vav and Navghan Kuvo were excavated directly into solid rock to ensure the citadel never ran out of water during multi-year sieges; local folklore says 'Adi Kadi Vav and Navghan Kuvo: if you haven't seen them, you've lived for nothing'.","Open 08:00 AM to 06:00 PM. Recently restored by Gujarat Tourism with golf carts, heritage lighting, and walkways. Wear non-slip shoes for descending the stepwell stone stairs.","Mahabat Maqbara (Spectacular Gothic-Indo-Islamic palace, 1.5 km), Girnar Temple Steps (3 km), Junagadh Museum (2 km)",Department of Archaeology Gujarat & Archaeological Survey of India,pranavgautam29/indian-historical-monuments; ayushkhaire/indian-forts,,https://thumb.wikimedia.org/wikipedia/commons/thumb/b/bb/Buddhist_caves_Uparkot_Junagadh_Gujarat_001.jpg/960px-Buddhist_caves_Uparkot_Junagadh_Gujarat_001.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
IND-GJ-12,Palitana Temples on Shatrunjaya Hill,પાલીતાણા શેત્રુંજય તીર્થ (Palitana Temples),Sacred Living Tirthankara Sanctuary,Monolithic Hilltop City of 863 White Marble Temples,Gujarat,"Bhavnagar District, Palitana",21.5233,71.7944,Anandji Kalyanji Pedhi / State Heritage,World's Largest Cluster of Temple Shrines on a Single Hill,"Solanki Kings & Jain Merchant Guilds (Vimal Shah, Vastupala, Tejapala)",11th Century CE – Present (spanning 900 years of continuous carving),Apex Māru-Gurjara White Marble Temple Architecture,"Pure Makrana and Rajasthan White Marble, Intricately carved stone brackets","Over 863 white marble temples grouped into 9 fortified tuks (enclosures); 3,500 stone steps to summit","Adinath (Rishabhanatha) Main Temple with jeweled eyes, 863 Marble Spires dominating the mountain ridge, Chaumukha Temple with four-faced Tirthankara, Fortified defensive tuk walls, Angar Pir Dargah within the complex, 3,500 Pilgrimage Steps","Revered as the holiest of all pilgrimage places (Siddhakshetra) in Jainism, where 23 of the 24 Tirthankaras (except Neminatha) sanctified the hill. It is the only mountain in the world with over 800 temples built atop it. Every evening at sunset, all priests and devotees must descend the sacred hill—not even the priests are permitted to sleep on the hill at night, leaving the holy city to the gods alone. In 2014, Palitana became the world's first legally 100% vegetarian city.","Climb commences at 05:00 AM; devotees must descend before sunset (around 06:00 PM). Requires climbing 3,500 stone steps (approx. 2 to 3 hours); doli (palanquin chair carried by porters) available for elderly and disabled visitors. Leather items strictly prohibited on the hill.","Bhavnagar City & Nilambag Palace (50 km), Alang Ship Breaking Yard (60 km), Velavadar Blackbuck National Park (75 km)",Anandji Kalyanji Trust & Gujarat Tourism Board,pranavgautam29/indian-historical-monuments,,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/eb/A_nun_being_carried_Jain_culture_religion_rites_rituals_sights.jpg/960px-A_nun_being_carried_Jain_culture_religion_rites_rituals_sights.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
IND-GJ-13,Vadnagar Kirti Torana & Archaeological Site,વડનગર કીર્તિ તોરણ (Vadnagar Kirti Torana),Centrally Protected Monument (ASI),Solanki Victory Triumphal Arches & Ancient City Excavations,Gujarat,"Mehsana District, Vadnagar",23.7833,72.6333,W-GJ-11,Tentative List (Vadnagar Historic Town),Chaulukya / Solanki Dynasty (King Kumarapala / Jayasimha Siddharaja),12th Century CE (c. 1150 CE),Solanki Ornamental Free-Standing Stone Gateways,Dressed Red and Yellow Sandstone with deep-relief carvings without mortar,Height: 12 m (40 ft); Twin freestanding pillars supporting archway pediment,"Twin 12-meter Free-Standing Kirti Torana Arches, Serpentine Makara Bracket Arches, Hatkeshwar Mahadev Temple, Sharmistha Lake stepped ghats, Excavated 2nd-Century Buddhist Monastery (Vihara)","Vadnagar (ancient Anartapura / Chamatkarpur) has witnessed continuous human habitation for over 2,750 years since 750 BCE, through Mauryan, Kshatrapa, Gupta, Maitraka, and Solanki eras without ever being abandoned. The twin Kirti Toranas were erected as ceremonial victory gateways to welcome returning victorious armies. Excavations by ASI in 2023 unearthed a 7-stage archaeological trench spanning from pre-Christian times to modern day, proving deep international Buddhist connections visited by Chinese pilgrim Hiuen Tsang in 640 CE.",Open sunrise to sunset daily. Located 40 km from Mehsana and 110 km north of Ahmedabad. Newly inaugurated state-of-the-art Vadnagar Experiential Archaeological Museum on-site.,"Modhera Sun Temple (45 km), Rani ki Vav Patan (60 km), Taranga Jain Temple (30 km)",Archaeological Survey of India (Vadodara Circle),pranavgautam29/indian-historical-monuments,,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/da/An_HDR_image_of_Kirti_Toran_-_Vadnagar.jpg/960px-An_HDR_image_of_Kirti_Toran_-_Vadnagar.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
IND-GJ-14,Laxmi Vilas Palace,લક્ષ્મી વિલાસ પેલેસ (Laxmi Vilas Palace),State Heritage Monument & Royal Residence,Colossal Indo-Saracenic Royal Palace,Gujarat,"Vadodara District, Vadodara",22.2936,73.1914,Gaekwad Heritage / State Monument,World's Largest Private Residence (Four times the size of Buckingham Palace),Gaekwad Dynasty (Maharaja Sayajirao Gaekwad III / Architect Major Charles Mant),1890 CE (Late 19th Century),"Indo-Saracenic Revival (Synthesis of Hindu, Mughal, Rajput, Gothic, and Venetian)","Agra Red Sandstone, Italian Carrara Marble, Belgian Stained Glass, Travertine, Bronze sculptures",Palace Compound: 500 acres; Built-up floor area: 170 rooms; Clock Tower Height: 91 m (300 ft),"Darbar Hall with Venetian Mosaic Tile Floor and Belgian Stained Glass (featuring Lord Krishna and royal scenes), 300-foot High Central Clock Tower, Royal Armory with Swords of Shivaji Maharaj and Aurangzeb, Sunken Italian Fountains, Maharaja Fateh Singh Museum","Constructed over 12 years by Maharaja Sayajirao Gaekwad III at a cost of £180,000 in 1890. Designed by Major Charles Mant (who tragically succumbed to stress believing his calculations were flawed, though the building stands flawlessly). It was equipped with the most modern European technologies of its era, including internal hydraulic passenger lifts and complete electric lighting. The estate houses an 18-hole golf course and the world's largest collection of paintings by Raja Ravi Varma.",Open 10:00 AM to 05:00 PM (Closed Mondays). Audio guide in 8 languages included with admission ticket. Photography permitted in exterior grounds.,"Sayaji Baug & Baroda Museum (3.5 km), Kirti Mandir (2.5 km), Champaner-Pavagadh (45 km)",Vadodara Heritage Trust & Department of Archaeology Gujarat,pranavgautam29/indian-historical-monuments,,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/05/Lakshmi_Vilas_Palace-Vadodara.jpg/960px-Lakshmi_Vilas_Palace-Vadodara.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
IND-GJ-15,Sarkhej Roza (The Acropolis of Ahmedabad),સરખેજ રોઝા (Sarkhej Roza),Centrally Protected Monument (ASI),"Sufi Tomb, Royal Palace & Lake Complex",Gujarat,"Ahmedabad District, Makarba / Sarkhej",22.9818,72.4998,W-GJ-12,Component of Historic City of Ahmadabad UNESCO Site 1551,"Gujarat Sultanate (Sultan Muhammad Shah, Qutbuddin Ahmad Shah, Mahmud Begada)",1445 – 1510 CE (15th Century),"Indo-Saracenic Gujarat Islamic (Without minarets, using post-and-beam trabeated system)","Local Dhrangadhra Sandstone, Brass jali screens, Interlocking stone pillars",Complex: 34 acres around a central 17-acre excavated royal lake (Ahmed Sar),"Tomb of Sufi Saint Sheikh Ahmed Khattu Ganj Baksh with fine pierced brass screens, Royal Tombs of Sultan Mahmud Begada and Queen Rajabai, Symmetrical Pillared Pavilions reflected in Ahmed Sar Lake, Sluice Water Inlet Channels","Described by modern architect Le Corbusier as 'the Acropolis of Ahmedabad' due to its perfect proportional harmony and spatial rhythm. Built around the shrine of Sufi saint Sheikh Ahmed Khattu Ganj Baksh, the spiritual advisor who counselled Sultan Ahmed Shah to found Ahmedabad. Uniquely devoid of Persian arches and minarets; instead, it relies completely on indigenous Indian trabeated post-and-beam stone architecture.",Open 09:00 AM to 06:00 PM daily. Exceptional sunset reflection photography over the water tank steps. Modest dress code required.,"Sabarmati Riverfront (8 km), Sidi Saiyyed Mosque (9 km), Adalaj Stepwell (22 km)",Archaeological Survey of India (Vadodara Circle) & Sarkhej Roza Committee,pranavgautam29/indian-historical-monuments,,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e1/Queen_Tomb_-_Sarkhej_Roza%2C_Ahmedabad%2CGujarat%2C_India.jpg/960px-Queen_Tomb_-_Sarkhej_Roza%2C_Ahmedabad%2CGujarat%2C_India.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
IND-GJ-16,Mahabat Maqbara Complex,મહોબત મકબરા (Mahabat Maqbara),State & Centrally Protected Monument,"Indo-Islamic, Gothic & European Baroque Royal Mausoleum",Gujarat,"Junagadh District, Junagadh",21.5244,70.4619,W-GJ-13,State Heritage Architectural Marvel,Babi Dynasty (Nawabs of Junagadh: Nawab Mahabat Khan II & Baha-ud-din Bhar),1878 – 1892 CE (Late 19th Century),"Eclectic Indo-Islamic, Neo-Gothic, French Baroque and Anglo-Indian Fusion","Fine-grained Yellow Sandstone, Carved marble jalis, Silver plated wooden doors",Twin mausoleums: Mahabat Maqbara (1878) and Baha-ud-din Maqbara (1892) with four 4-storey corner minarets,"Four Exterior Spiralling Helical Minaret Staircases winding upwards like serpents, Onion Domes with French Baroque cornices, Intricate Gothic pointed jali arches, Silver embossed inner sanctum doors, Ornate stone chandeliers","One of India's most surreal architectural wonders, combining Islamic domes, Gothic French windows, and European baroque scrollwork. Constructed as the final resting place of Nawab Mahabat Khan II and his vizier Baha-ud-din. The vizier's tomb (Baha-ud-din Maqbara) features four standalone corner minarets with open spiral external stone stairs encircling each tower, creating an optical illusion resembling twisting marble confectionery.",Open 08:00 AM to 06:30 PM daily. Free entry to the monument grounds; interior sanctum open on select occasions. Golden-hour afternoon sun provides theatrical shadow effects.,"Uparkot Fort (1.5 km), Junagadh Rock Inscriptions (3 km), Mount Girnar (5 km)",Department of Archaeology Gujarat & Archaeological Survey of India,pranavgautam29/indian-historical-monuments,,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/85/Mahabat_Maqbara_-_Junagadh_-_Gujarat_-_001.jpg/960px-Mahabat_Maqbara_-_Junagadh_-_Gujarat_-_001.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
IND-GJ-17,Dada Harir Stepwell (Bai Harir Vav),દાદા હરીરની વાવ (Dada Harir Ni Vav),Centrally Protected Monument (ASI),Five-Tiered Subterranean Solanki-Islamic Stepwell,Gujarat,"Ahmedabad District, Asarwa",23.045,72.6056,W-GJ-14,National Protected Monument of India,"Gujarat Sultanate (Built by Bai Harir Sultani, royal superintendent of the harem)",1499 CE (Late 15th Century),Solanki-Sultanate Subterranean Trabeated Architecture,"Dressed Sandstone, Sandstone block pillars with carved scrollwork",Length: 60 m; Width: 12 m; 5 subterranean storeys dropping to spiral well shaft,"Bilingual Sanskrit and Arabic Foundation Inscriptions (dating well to 1499 CE), Five Pillared Pavilions descending underground, Octagonal spiral well shaft with carved floral brackets, Adjacent Bai Harir Mosque and stone tomb pavilion","Constructed by a lady of the royal court, Bai Harir (locally called Dada Harir), who served as the superintendent of Sultan Mahmud Begada's royal household. Features priceless dual stone inscriptions: one in classical Sanskrit and one in Arabic, both recording the construction date (December 1499) and invoking divine blessings on travelers and beasts of burden walking along trade routes north toward Patan.","Open 09:00 AM to 05:30 PM daily. Excellent example of cooling subterranean architecture, consistently 5 degrees cooler than surface heat.","Hutheesing Jain Temple (2.5 km), Calico Museum of Textiles (3 km), Sidi Saiyyed Mosque (4 km)",Archaeological Survey of India (Vadodara Circle),pranavgautam29/indian-historical-monuments,,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/45/600_YEAR_OLD_DADA_HARIR_STEPWELL_AHMEDABAD.jpg/960px-600_YEAR_OLD_DADA_HARIR_STEPWELL_AHMEDABAD.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
IND-GJ-18,Aina Mahal & Prag Mahal,આઈના મહેલ અને પ્રાગ મહેલ (Aina Mahal Bhuj),State Heritage Museum & Royal Citadel,Venetian Glass Hall of Mirrors & Italian Gothic Palace,Gujarat,"Kutch District, Bhuj",23.255,69.668,Kutch Heritage / State Protected,Royal Palace Complex of the Maharaos of Kutch,Jadeja Rajput Dynasty (Rao Lakhpatji & Maharao Pragmalji II),Aina Mahal: 1752 CE; Prag Mahal: 1879 CE,Indo-Venetian Fusion (Aina Mahal) & Italian Gothic (Prag Mahal by Col. Wilkins),"Local Sandstone, Venetian Glass mirrors, Delftware tiles, Indian Teakwood, Italian Carrara Marble",Clock Tower Height: 45 m (150 ft) with panoramic view of Bhuj town; Durbar Hall: 80ft x 40ft,"Hira Mahal (Sunken Pleasure Hall of Mirrors with floating dance floor surrounded by water moat), 45-meter Italian Gothic Bell Clock Tower, Carved Italian Corinthian capitals and Gothic arches in Prag Mahal, 18th-century European mechanical singing bird clock","Aina Mahal was created by master artisan Ram Singh Malam, a Kutchi sailor who was shipwrecked in Europe, spent 18 years in the Netherlands studying glass-blowing, tile-casting, and clockmaking, and returned to Kutch to create this Venetian mirror palace for Rao Lakhpatji. Prag Mahal alongside was built in Italian Gothic style out of local red sandstone. Both palaces survived the devastating 7.7-magnitude 2001 Gujarat earthquake and were painstakingly restored.",Open 09:00 AM to 12:00 PM & 03:00 PM to 06:00 PM (Closed Thursdays). Climb the 45-meter Prag Mahal clock tower for 360-degree vistas across Kutch.,"Hamirsar Lake (opposite, 100m), Kutch Museum (Oldest museum in Gujarat, 400m), Bhujia Fort (3 km)",Maharao of Kutch Palace Trust & Gujarat Tourism Board,pranavgautam29/indian-historical-monuments,,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2e/Clock_Tower_Pragmahal_Bhuj_Kutch_Gujarat.jpg/960px-Clock_Tower_Pragmahal_Bhuj_Kutch_Gujarat.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
IND-GJ-19,Sahastralinga Talav,સહસ્ત્રલિંગ તળાવ (Sahastralinga Talav),Centrally Protected Monument (ASI),Monumental Medieval Water Reservoir & Thousand-Linga Sanctuary,Gujarat,"Patan District, Patan",23.8647,72.1089,W-GJ-15,National Protected Hydraulic Wonder,Chaulukya / Solanki Dynasty (Siddharaj Jaisinh),1140 CE (12th Century),Solanki Hydraulic Engineering & Temple Architecture,"Dressed Sandstone Masonry, Stone water inlets and siltation basins, Siphon channels","Water Reservoir Perimeter: 5 km (3 miles); Over 1,000 miniature Shiva shrines along the embankments","Stone Siltation Inlets channeling Saraswati River waters, Sculptured sluice sluices with 48 carved pillars, Remains of miniature Shivalinga shrines along embankment, Octagonal three-ring water inlet basin, Ruined Rudra Kupa well","Commissioned by the greatest Solanki emperor, Siddharaj Jaisinh. Conceived as a colossal pentagonal artificial lake surrounded by 1,000 individual shrines dedicated to Lord Shiva (Sahastra-Linga). Water from the Saraswati River was diverted through an engineered 300-meter masonry canal into a circular desilting chamber before entering the main reservoir, combining civic water management with sacred worship.",Open 08:00 AM to 06:00 PM daily. Located just 1.5 km north of Rani ki Vav. Combined ticketing and audio guides available.,"Rani ki Vav (1.5 km), Patola Weaving Museum (2 km), Modhera Sun Temple (35 km)",Archaeological Survey of India (Vadodara Circle),pranavgautam29/indian-historical-monuments,,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2f/Sahasraling_Talav_at_Pattan.jpg/960px-Sahasraling_Talav_at_Pattan.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
IND-GJ-20,Hutheesing Jain Temple,હઠીસિંગનાં દેરાં (Hutheesing Temple),Sacred Living Tirthankara Sanctuary,Pure White Marble Jain Temple Complex,Gujarat,"Ahmedabad District, Bardolpura",23.0417,72.5972,Hutheesing Family Trust / Heritage,Component of Ahmedabad Heritage City,Built by Sheth Hutheesing Kesrisinh & completed by Harkunwar Ba,1848 CE (Mid 19th Century),Apex Māru-Gurjara White Marble Architecture (Designed by Premchand Salat),"Pure White Makrana Marble, Intricately carved lattice screens, Gilded kalashas",Courtyard with 52 individual shrines (Devakulikas); Central 2-storey Mandapa with 12 pillars,"Central 2-Storey Sanctum dedicated to 15th Tirthankara Dharmanatha, 52 Subsidiary Shrines surrounding the marble cloister, Manastambha (6-storey Tower of Glory inspired by Chittorgarh), Ornate carved Makrana marble brackets and ceilings","Constructed during the devastating Gujarat famine of 1846–1848 by wealthy Jain merchant Sheth Hutheesing Kesrisinh as a famine relief charity project, employing hundreds of master stone artisans for over two years. When Kesrisinh died prematurely at age 49, his devoted widow Harkunwar Ba oversaw its completion at a total cost of over 1 million rupees, creating one of the most stunning white marble sanctuaries in western India.",Open 08:00 AM to 01:00 PM & 02:00 PM to 05:00 PM. Peaceful marble courtyard; footwear and leather items strictly prohibited at entrance.,"Dada Harir Stepwell (2.5 km), Calico Museum of Textiles (1.5 km), Sidi Saiyyed Mosque (3.5 km)",Hutheesing Temple Trust & Gujarat Tourism,pranavgautam29/indian-historical-monuments,,https://thumb.wikimedia.org/wikipedia/commons/thumb/3/32/The_Hutheesing_Jain_Temple%2C_Located_on_Shahibaug_Road_in_Ahmedabad_Entry.jpg/960px-The_Hutheesing_Jain_Temple%2C_Located_on_Shahibaug_Road_in_Ahmedabad_Entry.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
